pdf_path,pdf_filename,doi,study_domain,study_goal,paper_processing_status,paper_processing_error,equipment_name,aliases,manufacturer,model,equipment_type,equipment_role,short_description,typical_applications,measurement_outputs,paper_specific_use,sample_context,shared_or_local,contact_person,used_in_study,certainty,confidence_score,evidence_text,location_type,notes
data/interim/pdfs/CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,10.1038/s41556-024-01432-9,cell biology / extracellular vesicles,To determine how CD63 regulates cholesterol sorting into endosomes and exosomes and how this affects vesicle properties and cholesterol transfer.,equipment_extracted,,freeze substitution system,AFS,Leica Microsystems,AFS,sample preparation,supporting,System used for freeze substitution after high-pressure freezing.,freeze substitution | cryopreservation processing | electron microscopy sample preparation,freeze-substituted samples for EM,Used to process high-pressure frozen cells before embedding and sectioning.,cells prepared for EM,,,True,explicit,0.93,freeze substituted in anhydrous acetone containing 1% OsO4/2% H2O for 64h in a freeze substitution system (AFS; Leica Microsystems),main_text,
data/interim/pdfs/CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,10.1038/s41556-024-01432-9,cell biology / extracellular vesicles,To determine how CD63 regulates cholesterol sorting into endosomes and exosomes and how this affects vesicle properties and cholesterol transfer.,equipment_extracted,,ultrahigh-performance liquid chromatography system,RSLC nano system | Ultimate 3000,Thermo Scientific,Ultimate 3000,chromatography,primary,Nano-flow LC system used to separate peptides before mass spectrometry.,liquid chromatography | LC-MS/MS sample separation | peptide separation,chromatographic separations | retention-time-resolved peptide fractions,Used for online chromatography before proteomic mass spectrometry.,proteomic peptide samples,,,True,explicit,0.98,"Online chromatography was performed with an RSLC nano system (Ultimate 3000, Thermo Scientific)",main_text,
data/interim/pdfs/CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,10.1038/s41556-024-01432-9,cell biology / extracellular vesicles,To determine how CD63 regulates cholesterol sorting into endosomes and exosomes and how this affects vesicle properties and cholesterol transfer.,equipment_extracted,,Orbitrap Exploris 480 mass spectrometer,Orbitrap Exploris 480,Thermo Scientific,Orbitrap Exploris 480,mass spectrometry,primary,High-resolution mass spectrometer used for proteomic analysis.,shotgun proteomics | LC-MS/MS | peptide mass analysis,mass spectra | MS/MS spectra | peptide identifications,Used for LC-MS/MS proteomic analysis of cells and sEVs.,proteomic peptide samples from cells and sEVs,,,True,explicit,0.99,coupled to an Orbitrap Exploris 480 mass spectrometer (Thermo Scientific),main_text,
data/interim/pdfs/CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,10.1038/s41556-024-01432-9,cell biology / extracellular vesicles,To determine how CD63 regulates cholesterol sorting into endosomes and exosomes and how this affects vesicle properties and cholesterol transfer.,equipment_extracted,,Prominence UFLC,Prominence UFLC,Shimadzu,,chromatography,primary,Liquid chromatography system used for lipidomic separation.,liquid chromatography | lipid separation | LC-MS/MS sample introduction,chromatographic separations | retention-time-resolved lipid signals,Used for HILIC and C18 LC-MS/MS lipidomics.,lipid extracts from cells and EVs,,,True,explicit,0.98,"LC(HILIC)-MS/MS analysis of phospho- and sphingolipids: Phospho- (PL) and sphingolipids (SL) were quantified by LC -(ESI)MS/MS using a Prominence UFLC (Shimadzu, Tokyo, Japan)",main_text,
data/interim/pdfs/CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,10.1038/s41556-024-01432-9,cell biology / extracellular vesicles,To determine how CD63 regulates cholesterol sorting into endosomes and exosomes and how this affects vesicle properties and cholesterol transfer.,equipment_extracted,,QTrap 4000 mass spectrometer,QTrap 4000,AB Sciex,4000,mass spectrometry,primary,Triple quadrupole mass spectrometer used for targeted lipidomics.,targeted LC-MS/MS | lipidomics | multiple reaction monitoring,MS/MS lipid transitions | targeted lipid quantification,"Used to quantify phospholipids, sphingolipids, cholesterol, and cholesteryl esters.",lipid extracts from cells and EVs,,,True,explicit,0.99,"using a Prominence UFLC (Shimadzu, Tokyo, Japan) and a QTrap 4000 mass spectrometer (AB Sciex, Framingham, MA, USA)",main_text,
data/interim/pdfs/CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,CD63_sorts_cholesterol_into_endosomes_for_storage_and_distribution_via_exosomes.pdf,10.1038/s41556-024-01432-9,cell biology / extracellular vesicles,To determine how CD63 regulates cholesterol sorting into endosomes and exosomes and how this affects vesicle properties and cholesterol transfer.,equipment_extracted,,NanoWizard Ultra Speed AFM setup,JPK NanoWizard Ultra Speed,JPK,NanoWizard Ultra Speed,atomic force microscopy,primary,Atomic force microscopy setup used to image and mechanically probe extracellular vesicles.,AFM imaging | nanoindentation | mechanical characterization of nanovesicles,topography images | force-distance curves | stiffness | tether force | bending modulus,"Used to quantify EV size, deformation, stiffness, and bending modulus.",sEVs deposited on poly-L-lysine-coated coverslips,,,True,explicit,0.99,sEVs were imaged in QI mode on a JPK NanoWizard Ultra Speed setup situated on an inverted microscope (Olympus).,main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,UV–vis–NIR spectrophotometer,Shimadzu UV–vis–NIR spectrophotometer | UV–VIS–NIR-3600,Shimadzu,UV–VIS–NIR-3600,spectroscopy,primary,"Measures absorbance across ultraviolet, visible, and near-infrared wavelengths.",solution and thin-film absorbance measurements | optical characterization of conjugated polymers and photovoltaic materials,absorbance spectra | normalized absorbance spectra,Used to record absorbance measurements on dilute polymer solutions and masked areas of spin-coated thin films.,dilute solutions of P3HT and P3HT-P(VDF-TrFE); masked areas of spin-coated thin films on glass,,,True,explicit,0.99,The instrument used was a dual-beam Shimadzu UV–vis–NIR spectrophotometer (UV–VIS–NIR-3600) | Absorbance measurements were carried out on dilute solutions of P3HT and P3HT-P(VDF-TrFE),main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,mode-locked Ti:Sapphire laser,Ti-Sapphire laser | Mira 900,Coherent,Mira 900,laser,primary,Pulsed laser source for optical excitation in photoluminescence spectroscopy.,excitation source for photoluminescence spectroscopy | time-resolved optical measurements,excitation pulses | time-resolved photoluminescence response,Provided the second-harmonic excitation beam for steady-state and time-resolved photoluminescence measurements.,P3HT and P3HT-P(VDF-TrFE) samples,,,True,explicit,0.97,"exciting the samples with the second harmonic (≈400 nm) of a mode locked Ti-Sapphire laser (Mira 900, Coherent) | The same pulsed excitation was used for time-resolved measurements",main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,spectrograph,,,,spectroscopy,supporting,Disperses emitted light for spectral recording.,spectral dispersion for photoluminescence measurements | optical emission spectroscopy,emission spectra,Collected steady-state photoluminescence spectra from the excited samples.,photoluminescence from P3HT and copolymer samples,,,True,explicit,0.88,Steady state spectra were collected by a spectrograph with a grating of 30 lines/mm,main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,em-CCD camera,Hamamatsu em-CCD camera,Hamamatsu,,detector,supporting,Camera detector for recording optical spectra.,spectral detection in optical spectroscopy | low-light emission measurements,recorded spectra,Recorded the steady-state photoluminescence spectra after dispersion by the spectrograph.,photoluminescence from polymer samples,,,True,explicit,0.9,further recorded by a Hamamatsu em-CCD camera,main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,streak camera unit,Hamamatsu streak camera unit,Hamamatsu,,detector,primary,Time-resolved detector for measuring fast photoluminescence decay dynamics.,time-resolved photoluminescence | ultrafast luminescence decay measurements,photoluminescence decay traces | time-resolved decay lifetimes,Measured time-resolved photoluminescence decays in Synchroscan mode.,P3HT and copolymer samples,,,True,explicit,0.98,photoluminescence decays were instead collected with a Hamamatsu streak camera unit working in Synchroscan mode,main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,atomic force microscope,AFM | Bruker Multimode MMAFM-2,Bruker,Multimode MMAFM-2,microscopy,primary,Surface microscopy instrument for mapping nanoscale morphology and roughness.,surface morphology imaging | roughness analysis | thin-film topography,AFM micrographs | root-mean-square roughness,Characterized morphology of spin-coated films and photovoltaic blend layers.,spin-coated samples on glass and blends spin-coated on PEDOT:PSS in working devices,,,True,explicit,0.99,Atomic force microscopy (AFM) measurements on typical blends for the devices | performed on a Bruker Multimode MMAFM-2 in ScanAsyst mode,main_text,
data/interim/pdfs/Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,Can_Ferroelectricity_Improve_Organic_Solar_Cells_.pdf,10.1002/marc.202000124,organic photovoltaics,To test whether incorporating a ferroelectric block copolymer into P3HT:[60]PCBM solar cells improves device performance and stability.,equipment_extracted,,grazing incidence wide-angle X-ray scattering system,GIWAXS | DUBBLE BM26B | Pilatus 1M solid state silicon X-ray detector,,BM26B / Pilatus 1M,beamline,primary,Synchrotron X-ray scattering setup for probing thin-film crystallinity and molecular orientation.,thin-film crystallography | polymer orientation analysis | nanoscale structural characterization,2D scattering patterns | scattering vectors | peak positions and intensities,"Used to examine crystallinity, π–π stacking, and chain orientation in reference and copolymer-containing films.",copolymer-containing device films and reference films,Dutch-Belgian beamline (DUBBLE) BM26B at ESRF,,True,explicit,0.99,"GIWAXS measurements were performed at the Dutch-Belgian beamline (DUBBLE) BM26B at the European Synchrotron Radiation Facility (ESRF), Grenoble, France. | 2D GIWAXS patterns were collected using a Pilatus 1M solid state silicon X-ray detector",main_text,
